"V1","V2","V3","V4","V5"
24,25,31,34,35
140,142,152,162,164
282.95,286.95,304,317,319.525
573.475,577,596,616,618
838.95,842.95,867,890,893
1087.475,1091.95,1117,1141,1144
1328,1334,1359.5,1388,1392
1920,1928.95,1962,1997,2004.525
2521.475,2529,2574,2609,2614.525
12213,12228,12323,12403.1,12414
