"V1","V2","V3","V4","V5"
40.18,40.9,45,48,48
209.72,212.6,225.5,230.55,230.91
443,443,446.5,454.55,454.91
871.81,875.05,896.5,915.3,917.46
1318.36,1319.8,1336.5,1380.35,1386.47
1758.25,1767.25,1797,1806.1,1806.82
2210.63,2213.15,2248.5,2274.85,2277.37
3320.53,3326.65,3379,3397.4,3400.28
4458.36,4459.8,4485.5,4535.05,4539.01
22321.72,22324.6,22390,22519.1,22519.82
