"V1","V2","V3","V4","V5"
28.18,28.9,33.5,36,36
154.27,155.35,165.5,173,173
322.36,323.8,332.5,343,343
642.53,648.65,665,677.95,681.19
971.44,977.2,1003.5,1023.55,1023.91
1291.07,1299.35,1325,1342.6,1346.92
1638.9,1642.5,1655.5,1665.55,1665.91
2461.53,2467.65,2497,2512.55,2512.91
3233.03,3257.15,3344,3377.5,3381.1
16586.45,16588.25,16658.5,16722.25,16727.65
