"V1","V2","V3","V4","V5"
23.9,24.8,29.5,32.1,32.55
113,113,121.5,129.65,130.325
189,189,199.5,209.55,209.775
270.025,272.05,288,293.1,293.55
327.225,327.45,332.5,339,339
373.8,375.6,383,393,393
427.9,428.8,437.5,444.2,445.1
584.45,584.9,598,606.4,608.2
730.125,731.25,745.5,750.55,750.775
3161.9,3162.8,3176.5,3205.1,3205.55
