"V1","V2","V3","V4","V5"
22.675,23.35,28,36.55,36.775
115.8,117.6,127.5,134,134
207.25,209.5,222.5,231.55,231.775
366.575,368.15,379.5,388.1,388.55
500.225,500.45,513,529.3,530.65
618,618,628,636,636
733.35,734.7,759,768.75,769.875
1046.45,1046.9,1058.5,1069.1,1069.55
1334.925,1337.85,1373,1401.05,1403.525
6247.05,6251.1,6289,6311.7,6314.85
