"V1","V2","V3","V4","V5"
23,24,31,37,37
137,140,152,164,167
281.475,286.95,305,324.05,329
579,583.95,610,637,640.525
877.475,883.95,914,949,957
1173,1182,1221,1262,1271
1474.475,1479.95,1525,1568.05,1573.525
2230.475,2238.95,2288,2340,2349
2974.95,2987.95,3052,3112.05,3121.05
15103.475,15129,15266.5,15402.15,15430
