"V1","V2","V3","V4","V5"
26.225,26.45,30,32,32
143.8,145.6,155,160.55,160.775
289.575,291.15,307.5,325.8,329.4
588.45,588.9,612.5,633.55,638.275
870.575,872.15,897,932.85,934.425
1203.9,1204.8,1218,1247.5,1249.75
1519.025,1521.05,1546.5,1575.2,1576.1
2228.6,2241.2,2292,2324.9,2328.95
3016.375,3019.75,3055.5,3084.6,3087.3
15162.075,15168.15,15284,15398.25,15415.125
