"V1","V2","V3","V4","V5"
33,33,35,36,36
151.09,151.45,168.5,170.55,170.91
323.36,324.8,335,343.85,346.37
622.34,631.7,664.5,678.5,682.1
970.63,973.15,993.5,1036.95,1040.19
1319.36,1320.8,1330,1361.5,1365.1
1613.42,1627.1,1667.5,1694.2,1695.64
2467.63,2470.15,2493.5,2519.4,2522.28
3273.54,3275.7,3301,3328.55,3328.91
16519.09,16519.45,16566,16702,16716.4
