"V1","V2","V3","V4","V5"
15.025,17.05,25,28.55,28.775
104.675,105.35,116.5,126.55,126.775
180.35,181.7,190.5,197.65,198.325
265.225,265.45,270,279,279
312.675,313.35,320.5,329.75,330.875
354.9,355.8,364.5,371.55,371.775
399.025,401.05,413.5,425.65,426.325
539.675,540.35,551,565.65,566.325
675.45,675.9,687.5,702.55,702.775
2887.225,2887.45,2895.5,2926.15,2929.075
