"V1","V2","V3","V4","V5"
27.27,28.35,35,36,36
156.27,157.35,165.5,175.1,175.82
306.9,310.5,328,339.2,340.64
653.09,653.45,667.5,685.95,689.19
977.45,979.25,1003.5,1021.8,1027.56
1309.36,1310.8,1332,1345.55,1345.91
1629.99,1633.95,1661,1695.35,1701.47
2470.18,2470.9,2486.5,2515.2,2523.84
3309.54,3311.7,3328,3354.8,3360.56
16555.13,16575.65,16671.5,16726.75,16735.75
