"V1","V2","V3","V4","V5"
27.225,27.45,31,33.1,33.55
150.225,150.45,155,162.1,162.55
288.9,289.8,300,314.4,316.2
594.25,596.5,609,620.5,622.75
894.45,894.9,914,939.2,940.1
1189.075,1195.15,1227.5,1238.85,1240.425
1480.5,1485,1524,1529.2,1530.1
2249.8,2251.6,2287.5,2307.4,2309.2
2996.825,3000.65,3044.5,3083.65,3088.825
15123.05,15127.1,15245,15311.6,15318.8
