"V1","V2","V3","V4","V5"
34.225,34.45,38,44,44
169.35,170.7,178,196.7,199.85
362.45,362.9,377,382,382
715.05,719.1,742.5,752.3,753.65
1069.075,1075.15,1106,1137.6,1140.3
1444.3,1450.6,1479.5,1498.65,1503.825
1801.025,1803.05,1841.5,1886.8,1894.9
2706.825,2710.65,2747.5,2805.25,2808.625
3651.075,3657.15,3692,3741.15,3753.075
18359.15,18362.3,18480.5,18611.85,18635.925
