"V1","V2","V3","V4","V5"
26,28,33,36,36
151.99,156,166,175,178.01
311,317,333,346,350
636.98,645,665,685.05,692.01
966.99,972,998,1023,1028.02
1285.99,1298,1330,1355,1365.02
1614.98,1633,1662.5,1690.1,1699.02
2448.98,2461.95,2496,2536,2545.02
3256.99,3278,3327,3368,3387
16489.92,16536.95,16632.5,16718.05,16769
