"V1","V2","V3","V4","V5"
26.675,27.35,30.5,32.65,33.325
144.45,144.9,151.5,160.3,161.65
285.25,287.5,303,314.65,315.325
596.225,596.45,605,631.25,634.625
877.5,882,913.5,936.3,937.65
1179.9,1180.8,1212.5,1253.8,1266.4
1507,1507,1517,1547.65,1548.325
2244.575,2246.15,2273.5,2313.65,2314.325
2989.05,2993.1,3024.5,3072.45,3085.725
15169.1,15177.2,15227,15327.05,15329.525
