"V1","V2","V3","V4","V5"
33.225,33.45,37.5,40.55,40.775
192.45,192.9,197.5,207.75,208.875
382.125,383.25,392,411.2,412.1
760.35,761.7,776.5,810.05,812.525
1140.225,1140.45,1169.5,1192.55,1192.775
1539.45,1539.9,1558.5,1581.55,1581.775
1918.225,1918.45,1953.5,1982.45,1986.725
2875.675,2876.35,2910,2968.5,2975.25
3814.675,3824.35,3904,3933,3933
19365.5,19388,19503.5,19647.75,19666.875
