"V1","V2","V3","V4","V5"
25,25,29,32.55,32.775
132.675,133.35,138.5,144.3,145.65
241.125,242.25,248.5,253.55,253.775
425.35,426.7,433,444.2,445.1
583.675,584.35,590,599.1,599.55
729.8,731.6,740.5,760.55,760.775
883.925,886.85,901.5,923.5,925.75
1261.675,1262.35,1277.5,1298.45,1302.725
1634.675,1635.35,1640.5,1660.15,1663.075
7641.925,7644.85,7665.5,7695.3,7696.65
