"V1","V2","V3","V4","V5"
20.9,21.8,27.5,32.1,32.55
108,108,118.5,127.3,128.65
199.9,200.8,207.5,213.65,214.325
335.35,336.7,349,358.1,358.55
469.225,469.45,475,481.55,481.775
569.6,573.2,584,604.15,607.075
683.675,684.35,691.5,705.8,709.4
958.675,959.35,968,981.75,982.875
1211.1,1219.2,1245,1267.7,1270.85
5631.725,5636.45,5656,5711.85,5717.925
