"V1","V2","V3","V4","V5"
24.45,24.9,28.5,32,32
127.9,128.8,138.5,146.2,147.1
269.35,270.7,284,292.65,293.325
527.35,528.7,544.5,559.15,562.075
794.9,795.8,803.5,814.55,814.775
1008,1008,1022.5,1040,1040
1220.7,1223.4,1249.5,1273.1,1273.55
1771.225,1771.45,1793.5,1823.85,1825.425
2308.15,2311.3,2339.5,2365.05,2372.025
11167.9,11168.8,11200,11309.1,11327.55
