"V1","V2","V3","V4","V5"
34,36,42,47,47
194.475,197,209,219,221.525
397.475,402,419,436,439
807,811.95,837,862,866
1219.475,1226,1258,1286.05,1291
1637.475,1644,1676,1712.05,1716.525
2049,2056,2099,2134.05,2141
3085,3097.95,3148,3193,3199.05
4129,4135.95,4191,4246,4254
20799.475,20828.9,20961.5,21068.05,21088.05
