"V1","V2","V3","V4","V5"
23,24,29.5,34,34
113.475,115.95,126,136,137.525
206.475,210,222,233.05,235
363.475,365,377,390,392
492,495,509,523,525
612.475,615.95,630,644,646
726,731,747,761,764.525
1027,1031,1049,1066,1070
1332,1335,1355,1375.05,1380
6182,6187,6227,6266.05,6276
