"V1","V2","V3","V4","V5"
26.09,26.45,31.5,34.1,34.82
127.27,128.35,138,142,142
226.27,227.35,237,247.65,248.73
408.18,408.9,417,425.2,426.64
574.27,575.35,585,595.1,595.82
728.54,730.7,746.5,764.55,764.91
888.81,892.05,915,933.95,937.19
1313.18,1313.9,1325,1342.5,1346.1
1741.18,1741.9,1755,1767.4,1770.28
8329.44,8335.2,8408.5,8436.6,8440.92
