"V1","V2","V3","V4","V5"
21.45,21.9,29.5,33,33
119.225,119.45,126,130.2,131.1
226,226,234,245.55,245.775
398.8,400.6,413,423.3,424.65
554.575,556.15,570,586.75,587.875
709.125,710.25,721.5,727.75,728.875
853.675,854.35,862.5,867.1,867.55
1210.9,1211.8,1225,1240.65,1241.325
1575.125,1576.25,1591.5,1612,1612
7351.675,7352.35,7379.5,7412,7416.5
