"V1","V2","V3","V4","V5"
26.36,27.8,32,36,36
156.54,158.7,167.5,174,174
319.18,319.9,330.5,349.4,352.28
653,653,663.5,685.5,689.1
978.45,980.25,995.5,1018.4,1028.48
1301.27,1302.35,1312,1347.85,1350.37
1623.25,1632.25,1666.5,1686,1693.2
2450.18,2450.9,2479.5,2513.45,2520.29
3237.67,3260.35,3313,3351.25,3363.85
16512.84,16540.2,16630,16704.15,16730.43
